info/source_file,info/source_line,landmark,location,orientation_in_landmark,ltr,sequence,sequence_junction,info/replicate,info/replicates,sample/pubmed_id,sample/tissue,sample/tissue_url,sample/clone,environment,source_name
data/09-2014/sites/BCL-2-6-18.sites,35,chr15,100586668,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,178,chr16,2261527,F,3p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,9,chr16,28170756,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,10,chr17,18056668,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,55,chr17,43197821,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,56,chr17,44441954,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,16,chr17,61947284,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,106,chr17,65739918,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,113,chr17,75297427,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,8,chr17,76188398,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,127,chr17,78155705,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,176,chr17,80955733,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,73,chr17,81270829,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,15,chr17,81586082,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,70,chr17,81856739,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,41,chr18,2966682,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,158,chr18,63128622,R,5p,,,1,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,159,chr18,63128622,R,5p,,,2,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,160,chr18,63128622,R,5p,,,3,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,161,chr18,63128622,R,5p,,,4,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,162,chr18,63128622,R,5p,,,5,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,163,chr18,63128622,R,5p,,,6,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,164,chr18,63128622,R,5p,,,7,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,165,chr18,63128622,R,5p,,,8,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,166,chr18,63128622,R,5p,,,9,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,167,chr18,63128622,R,5p,,,10,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,168,chr18,63128622,R,5p,,,11,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,169,chr18,63128622,R,5p,,,12,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,170,chr18,63128622,R,5p,,,13,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,171,chr18,63128622,R,5p,,,14,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,172,chr18,63128622,R,5p,,,15,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,173,chr18,63128622,R,5p,,,16,16,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,81,chr19,1405243,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,11,chr19,3555173,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,59,chr19,18581587,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,68,chr19,35275676,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,104,chr19,35752732,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,49,chr19,41559221,R,5p,,,1,2,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,62,chr19,41559221,R,5p,,,2,2,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,138,chr19,43761139,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,71,chr19,50390246,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,44,chr2,156494649,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,39,chr2,189998322,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,7,chr2,196846140,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,153,chr2,229506656,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,57,chr21,46469027,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,72,chr21,46478810,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,47,chr22,37962793,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,4,chr22,42086843,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,118,chr3,51425152,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,66,chr3,125225810,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,95,chr4,102303898,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,60,chr5,43645466,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,151,chr5,109318859,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,154,chr5,117424709,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,124,chr5,143409039,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,111,chr5,154916071,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,38,chr5,177552043,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,32,chr5,181252875,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,89,chr6,152176609,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,30,chr7,7921976,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,87,chr7,33674676,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,19,chr7,44054771,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,2,chr7,100215919,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,18,chr7,139103588,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,42,chr7,149441324,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,102,chr8,108894553,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,52,chr8,132739632,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,64,chr9,35085171,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,77,chr9,128175638,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,150,chr9,128693517,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,175,chr9,136412529,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/09-2014/sites/BCL-2-6-18.sites,27,chr9,137025859,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,133,chr1,23581632,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,88,chr1,26699955,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,17,chr1,32019905,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,39,chr1,32134279,R,5p,,,1,2,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,90,chr1,32134279,R,5p,,,2,2,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,51,chr1,35985619,R,5p,,,1,2,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,166,chr1,35985619,R,5p,,,2,2,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,346,chr1,41118795,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,65,chr1,43682986,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,362,chr1,93139633,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,45,chr1,161110255,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,408,chr1,162583664,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,158,chr1,171520271,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,375,chr1,198606222,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,102,chr1,243190312,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,223,chr10,77380788,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,325,chr10,102706031,R,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,197,chr11,335875,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
data/10-2014/sites/BCL-2-6-18.sites,104,chr11,65464091,F,5p,,,1,1,26912621,"Primary CD4+ T cells (Bcl-2 transduced)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4378543/,,"in vitro",Sunshine-2016-JVI
